contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
usando                       cois   teorias da Psicologia pra,teorias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu e mais ou outra alun                       mais duas,alun,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
outra alun                       mais duas alunas                       e,alunas,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
departamento                                                que eram as coordenadoras do grupo,coordenadoras,substantivo,['Fem'],,,não,deverbal,feminino,mais,não,sim,não,não,biforme,
a gente participava das sessões participava dos,sessões,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
casa mesmo                         reutilizar alguns utensílios que iriam pro,utensílios,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
óleo                       na   em garrafinhas né   pra,garrafinhas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
depositar fazer                                                colocar naqueles postos de coleta,postos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
um                       tem um um postinho de coleta,postinho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
era como se fosse aquelas cabines que vendem passagem,cabines,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aqui no shopping uma campanha                       que,campanha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um                       não é um quiosque                       porque é,quiosque,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
como se fosse uma plaquinha assim no meio,plaquinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sobre trocar por um sabão não sei o,sabão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
lixo                                            na verdade os catadores já levavam pra,catadores,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
era                         mas lá passa regulamento                         o caixa,regulamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
tava passando aí tinha uma placa enorme                                                aqui,placa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
acho que                                                era um apelo   por favor,apelo,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
tem praças que tem os lixeiros de cores diferentes,lixeiros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
elas nem sabem direito o significado dos                       das,significado,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
então                       quando o lixeiro nem tem um,lixeiro,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o lixeiro nem tem um adesivo                       piora né,adesivo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a escola toda tava                       cri                       criou esse,cri,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
vai ajudar vai ter uma parcelinha                       mas,parcelinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
palavra mas                       há uma conquista entendeu   você,conquista,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
não teve cuidado suficiente com aquilo então tem um,aquilo,substantivo,['Masc'],Pronome,,-,-,-,-,-,-,-,-,-,
se abandonada ou                       de propósito né   às,propósito,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
gente vê tanta coisa nos jornais                       a gente,jornais,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e até as próprias coor   as,coor,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
individualmente                         assim as festividades                         a as,festividades,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
minhas dúvidas                                                os meus anseios são respondidos,anseios,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
religião não anda na mesma velociade que                       o,velociade,substantivo,['Fem'],,velocidade,não,comum,feminino,menos,sim,não,não,não,uniforme,
concordo de                       criticar outras religiões não concordo de,religiões,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um Deus que                       traz paz um Deus que,paz,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de outra                       o mesmo fenômeno                       então por,fenômeno,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
pra mim                       a católica é que,católica,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
como é lá assim esses ritos de festa de,ritos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
de pessoas que aderem ao catolicismo                         qual é,catolicismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
porque são questões de interpretação de texto,interpretação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
não é porque tá em vigor que funciona,vigor,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
essa questão da                                                da interligação porque                       a,interligação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
e marcou pronto e a subjetiva não                                                você,subjetiva,substantivo,['Fem'],,,não,impróprio,feminino,menos,não,sim,não,não,biforme,
poder marcar mais de uma alternativa                       mas você,alternativa,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
voc   tivesse lá a respostinha direta a perguntinha,respostinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
lá a respostinha direta a perguntinha direta                       você,perguntinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ou só conhecia as suas parceiras                       tinha uma,parceiras,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
gente                       vê uma um olhar diferente do olhar,olhar,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
eu penso num                       numa temática ampla pra,temática,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
quero estudar o desenvolvimento dos bebês                       e,bebês,substantivo,['Masc'],,,não,comum,masculino,mais,não,não,sim,não,uniforme,
cursou ou você é uma curosidade                       eu sempre,curosidade,substantivo,['Fem'],,curiosidade,não,comum,feminino,menos,sim,não,não,não,uniforme,
é um momento muito de descoberta de                       cada,descoberta,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
próximas                       semelhante                       a sítos né   mas,sítos,substantivo,['Masc'],,sítios,não,comum,masculino,menos,sim,não,não,não,uniforme,
por serem também                       as famíias mais antigas acaba,famíias,substantivo,['Fem'],,famílias,não,comum,feminino,menos,sim,não,não,não,uniforme,
Geografia                         qual seu perí                         qual o,perí,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
muita gente confunde Matatas com batatas                       sim,batatas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
vem para a                       de escolar                         é bolsista,escolar,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
né   é um pouco dif   diferente da,dif,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
assim                         no sentido de povoamento                         no sentido,povoamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
são todos desse povoado                         Matatas                       não,Matatas,substantivo,['Masc'],,,não,nome próprio,masculino,menos,não,não,sim,não,uniforme,
mas também tipo fui pra Festa do Vaqueiro essas,Festa,substantivo,['Fem'],Nome Composto,,-,-,-,-,-,-,-,-,-,
em Salgado promove festas                       pouquíssimas                         e é,pouquíssimas,substantivo,['Fem'],Adjetivo,,-,-,-,-,-,-,-,-,-,
cultura deles a cultura do vaqueiro essas coisas aí,vaqueiro,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
bem mais rural mesmo toda baseada na citricultura né,baseada,substantivo,['Fem'],Adjetivo,,-,-,-,-,-,-,-,-,-,
rural mesmo toda baseada na citricultura né   que,citricultura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
Folha é bem mais da pecuária mais voltada pra,pecuária,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
as pessoas                       tem esse mito de ser menos,mito,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
fazenda na qual você                         costu   a qual,costu,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
tipo uma casa de veraneio já                       sim,veraneio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
seu curso                                                  é Licenciatura em Geo,Licenciatura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
Licenciatura                         então                         proporciona mutias viagens                       sim,mutias,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
então                         proporciona mutias viagens                       sim,viagens,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
das de Sergipe                       os formatos                       principalmente por,formatos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
também por conta da altitude Garanhuns é muito,altitude,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
gente foi mapear                       um leito                       de um,leito,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a gente foi no relógio da flores que,relógio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
você não acha se                       roubos muitos roubos,roubos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
fizeram ele fez uma sondagem eu disse que,sondagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
pediu pra mim desbloquear a tela eu desbloqueei aí,tela,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ele tipo                       deu uma coçadinha na barriga,coçadinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
pro natal e para o revellion                       e levaram,revellion,substantivo,['Masc'],,réveillon,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
comprado tudo                         tava no freezer também essas coisas,freezer,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
que cê gostava mais a cultural ou você gostava,cultural,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
era a fórmula química do beijo                       e foi,beijo,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
e tavam querendo colocar uma barraquinha lá do beijo,barraquinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
benefícios é emagrece aumenta a imunidade                       vários,imunidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
transmissíveis                       através da saliva                       são poucos,saliva,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
fazer                       que era sobre Guerra Fria essa parte,Guerra,substantivo,['Fem'],Nome Composto,,-,-,-,-,-,-,-,-,-,
do trabalho gostei falando sobre socialismo capitalismo                       e,socialismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
